2025-01-26 14:59:58.645 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-01-26 14:59:58.651 | INFO     | __main__:<module>:68 - Project root: C:\Projects\buzzline-03-hudson
2025-01-26 14:59:58.651 | INFO     | __main__:<module>:72 - Data folder: C:\Projects\buzzline-03-hudson\data
2025-01-26 14:59:58.653 | INFO     | __main__:<module>:76 - Data file: C:\Projects\buzzline-03-hudson\data\buzz.json
2025-01-26 14:59:58.653 | INFO     | __main__:main:136 - START producer.
2025-01-26 14:59:58.653 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-01-26 14:59:58.662 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-01-26 14:59:58.662 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-26 14:59:59.086 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1001, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': '0tYYWic2TAGgwaxIz-6sIw', 'controller_id': 1001}
2025-01-26 14:59:59.087 | INFO     | __main__:get_kafka_topic:50 - Kafka topic: buzzline_json
2025-01-26 14:59:59.087 | INFO     | __main__:get_message_interval:57 - Message interval: 1 seconds
2025-01-26 14:59:59.088 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-26 14:59:59.088 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-01-26 14:59:59.199 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-01-26 14:59:59.200 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-01-26 14:59:59.528 | INFO     | utils.utils_producer:create_kafka_topic:176 - Creating 'buzzline_json'.
2025-01-26 15:00:00.459 | INFO     | utils.utils_producer:create_kafka_topic:181 - Topic 'buzzline_json' created successfully.
2025-01-26 15:00:00.460 | INFO     | __main__:main:159 - Kafka topic 'buzzline_json' is ready.
2025-01-26 15:00:00.460 | INFO     | __main__:main:165 - Starting message production to topic 'buzzline_json'...
